,행사명,개최장소,시작일자,종료일자,행사내용,홈페이지주소,전화번호,주관기관,주최기관,도로명주소,지번주소,위도,경도
2888,여심저격 아침콘서트 서정시대,코스모스대극장,2016-09-22,2016-09-22,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2889,토속민요 프로젝트 <불러온 노래>,유채꽃소극장,2016-09-30,2016-09-30,전통예술,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2890,kbs교향악단 연주회,코스모스대극장,2015-08-21,2015-08-21,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2891,연극 강철왕,유채꽃소극장,2015-09-03,2015-09-05,연극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2892,이자람의 억척가,코스모스대극장,2015-09-11,2015-09-11,전통예술,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2893,백건우 피아노 리사이틀,코스모스대극장,2015-09-18,2015-09-18,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2894,변강쇠 점 찍고 옹녀,코스모스대극장,2015-10-10,2015-10-10,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2895,JK김동욱 언플러그드 콘서트,코스모스대극장,2015-10-24,2015-10-24,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2896,익스트림 퍼포먼스 플라잉(혁신교육),코스모스대극장,2015-10-27,2015-10-30,퍼포먼스,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2897,김소현 손준호의 뮤지컬 브런치 콘서트,유채꽃소극장,2015-10-28,2015-10-28,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2898,어린이 난타(혁신교육),코스모스대극장,2015-11-03,2015-11-05,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2899,컬투쇼,코스모스대극장,2015-11-07,2015-11-07,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2900,키스 앤 메이크업,유채꽃소극장,2015-11-12,2015-11-14,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2901,언니네 이발관 콘서트,유채꽃소극장,2015-11-21,2015-11-21,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2902,뮤지컬 빨래(혁신교육),코스모스대극장,2015-11-25,2015-11-27,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2903,전인권밴드 콘서트,코스모스대극장,2015-12-04,2015-12-04,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2904,첼리스트 양성원의 클래식 브런치 콘서트,유채꽃소극장,2015-12-09,2015-12-09,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2905,"재즈의꽃, 트럼펫",이천아트홀 소공연장,2018-10-20,2018-10-20,클래식,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
2906,임태경 전국투어콘서트 그대의 계절,코스모스대극장,2015-12-19,2015-12-19,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2907,이사오 사사키 크리스마스 선물,코스모스대극장,2015-12-24,2015-12-24,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2908,장사익 송년콘서트,코스모스대극장,2015-12-29,2015-12-29,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2909,금난새와 함께하는 신년살롱음악회,코스모스대극장,2016-01-21,2016-01-21,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2910,이승환 콘서트 공연의 기원,코스모스대극장,2016-02-26,2016-02-27,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2911,찾아가는 예술극장,각 동 지정장소,2021-10-03,2021-10-31,노원구 전 지역을 문화의 거리로 조성하기 위하여 고품질의 거리예술공연 시행,https://www.nowonarts.kr/,02-2289-3461,노원문화재단,노원문화재단,-,서울특별시 노원구 공릉동 29-51,-,-
2912,경춘선숲길 가을음악회,경춘선숲길 화랑대역 철도공원,2021-10-15,2020-10-15,도심 속 공원에서 음악과 함께 즐기는 쉼표가 있는 저녁,https://www.nowonarts.kr/,02-2289-3464,노원문화재단,노원문화재단,-,서울특별시 노원구 공릉동 29-51,-,-
2913,노원달빛산책,당현3교~ 수학문화관,2021-10-08,2020-10-23,친환경 생태하천인 당현천에 노원구만의 주제의식을 담은 예술등 작품 전시,https://www.nowonarts.kr/,02-2289-3461,노원문화재단,노원문화재단,-,서울특별시 노원구 상계동 683-1,-,-
2914,청춘사운드콘서트,대덕문화전당 드림홀,2019-12-20,2019-12-20,대구음악창작소 1년정산 기획공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
2915,송년음악회,대덕문화전당 드림홀,2019-12-21,2019-12-21,송년음악회,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
2916,"유아 체험전 <헬로우 뉴욕, 뉴욕을 디자인하다>",안성맞춤아트홀 전시실,2017-12-01,2018-01-14,유아 체험전시,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2917,안성맞춤아트홀 개관기념전 <17인 작가초청전>,안성맞춤아트홀 전시실,2018-01-18,2018-02-11,그룹 회화전,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2918,"노사연, 박남정 신년콘서트",안성맞춤아트홀 대공연장,2018-02-17,2018-02-17,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2919,바디콘서트,안성맞춤아트홀 대공연장,2018-03-10,2018-03-10,현대무용 공연,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2920,이은미 2018 전국투어 콘서트,안성맞춤아트홀 대공연장,2018-03-16,2018-03-16,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2921,포레스텔라 전국투어콘서트,안성맞춤아트홀 대공연장,2018-03-23,2018-03-23,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2922,Great 2018 이승철 콘서트,안성맞춤아트홀 대공연장,2018-03-30,2018-03-31,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2923,세시봉콘서트,안성맞춤아트홀 대공연장,2018-04-07,2018-04-07,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2924,이은결 매직 앤 이루션,안성맞춤아트홀 대공연장,2018-04-15,2018-04-18,쇼,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2925,나에게 그림책은?,안성맞춤아트홀 전시실,2018-05-04,2018-06-09,그림책 전시,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2926,드림웍스 애니메이션 콘서트 - 안성,안성맞춤아트홀 대공연장,2018-05-05,2018-05-05,클래식,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2927,"송대관, 태진아 효 콘서트",안성맞춤아트홀 대공연장,2018-05-09,2018-05-09,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2928,경기실내악 축제 in 안성,안성맞춤아트홀 대공연장,2018-05-11,2018-05-11,클래식,www.anseong.go.kr/arthall,031-660-0666,문화관광과+(재)경기도문화의전당,문화관광과+(재)경기도문화의전당,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2929,나에게 그림책은 전시 연계 교육프로그램 1,안성맞춤아트홀 전시실,2018-05-12,2018-05-12,전시 연계 교육프로그램,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2930,나에게 그림책은 전시 연계 교육프로그램 2,안성맞춤아트홀 전시실,2018-05-19,2018-05-19,전시 연계 교육프로그램,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2931,김성녀의 벽속의 요정,안성맞춤아트홀 소공연장,2018-05-25,2018-05-26,모노드라마,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2932,나에게 그림책은 전시 연계 교육프로그램 3,안성맞춤아트홀 전시실,2018-06-03,2018-06-03,전시 연계 교육프로그램,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2933,세종국악심포니오케스트라 <김경호와 함께하는 아리랑 목동>,안성맞춤아트홀 대공연장,2018-06-08,2018-06-08,국악+콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2934,양희은 콘서트,이천아트홀 대공연장,2017-12-16,2017-12-16,콘서트,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
2935,레베카,이천아트홀 대공연장,2018-01-12,2018-01-14,뮤지컬,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
2936,조윤범의 파워클래식,이천아트홀 소공연장,2018-02-03,2018-02-03,클래식,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
2937,김명하의 흥겨운 영덕 아리랑,예주문화예술회관,2017-01-17,2017-01-17,음악회,http://art.yd.go.kr,054-730-7771,영덕아리랑보존회+사단법인 독도아리랑진흥회,영덕아리랑보존회,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
2938,렉쳐 피아노 콘서트,예주문화예술회관,2017-01-25,2017-01-25,음악회,http://art.yd.go.kr,054-730-7771,경상북도 영덕군,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
2939,봄을 여는 어우러기 희망콘서트,예주문화예술회관,2017-03-29,2017-03-29,음악회,http://art.yd.go.kr,054-730-7771,경상북도 영덕군,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
2940,2017 새봄맞이 음악회,예주문화예술회관,2017-04-06,2017-04-06,음악회,http://art.yd.go.kr,054-730-7771,포항시립교향악단,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
2941,신뻥파전 - 팔도유람,예주문화예술회관,2017-04-14,2017-04-14,음악회,http://art.yd.go.kr,054-730-7771,한국문화예술회관연합회,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
